FSC-A	FSC-H	SSC-A	SSC-H	CD16 FITC	CD56 PE	DAPI	Time	Plate#	Well position	Sample name
128460.59	77951.0	103862.836	65118.0	526.47003	128.52	222.5	44777.4	LCE663	G8	NKC_084
149214.6	84440.0	127416.64	70530.0	798.97003	145.86	154.86	46439.4	LCE663	G9	NKC_084
101833.195	68263.0	90101.586	58879.0	872.0	55.079998	135.28	46856.6	LCE663	G10	NKC_084
82544.4	55520.0	75509.75	54284.0	1519.4601	32.64	92.56	47670.9	LCE663	G11	NKC_084
160253.1	88154.0	91732.23	42867.0	1252.41	117.299995	123.71	48091.7	LCE663	G12	NKC_084
101662.195	63166.0	81368.5	51030.0	95.920006	48.96	125.49	48255.4	LCE663	G13	NKC_084
142731.89	89045.0	105085.81	63994.0	132.98001	72.42	186.9	48435.8	LCE663	G14	NKC_084
76455.9	63519.0	40175.223	33248.0	85.020004	51.0	59.629997	48616.1	LCE663	G15	NKC_084
112210.195	79769.0	60980.05	43629.0	64.310005	68.34	55.18	48794.9	LCE663	G16	NKC_084
147938.39	88336.0	111910.305	70129.0	93.740005	115.259995	183.34	48980.1	LCE663	G17	NKC_084
147436.2	90523.0	88581.03	56179.0	76.3	127.5	65.86	49159.1	LCE663	G18	NKC_084
126852.3	80598.0	112562.125	72078.0	163.5	48.96	177.11	49350.8	LCE663	G19	NKC_084
72599.4	58616.0	23414.291	18343.0	2476.48	880.26	28.48	49517.8	LCE663	G20	NKC_084
71315.1	57887.0	28067.5	21938.0	1037.68	979.19995	35.6	49909.8	LCE663	G21	NKC_084
68802.3	56902.0	27681.64	22939.0	3367.01	741.54	19.58	50157.4	LCE663	G22	NKC_084
66438.9	54423.0	22152.07	17025.0	4316.4	2808.06	29.369999	50341.0	LCE663	G23	NKC_084
75135.6	59860.0	26060.81	20300.0	1567.42	1409.64	35.6	50593.3	LCE663	G24	NKC_084
125086.5	69585.0	117665.5	64698.0	1190.28	1827.84	285.69	50778.3	LCE663	H24	NKC_084
83249.1	65662.0	42803.21	30885.0	626.75	9295.26	34.71	50986.8	LCE663	H23	NKC_084
69476.4	51417.0	30422.99	19758.0	790.25	10439.7	37.38	51295.4	LCE663	H22	NKC_084
74385.9	59909.0	30029.5	23183.0	4685.91	2287.8599	27.59	51633.0	LCE663	H21	NKC_084
90027.9	68338.0	44264.902	31130.0	1164.12	16918.74	-8.9	51920.3	LCE663	H20	NKC_084
132624.89	81458.0	91828.14	40807.0	104.64	119.34	258.99	52072.8	LCE663	H19	NKC_084
153099.0	87646.0	103075.85	53386.0	159.14	31.619999	213.59999	52258.3	LCE663	H18	NKC_084
155472.3	89061.0	113664.12	69402.0	141.7	65.28	292.81	52428.3	LCE663	H17	NKC_084
130401.9	86592.0	68229.64	47130.0	73.03	48.96	105.909996	52614.3	LCE663	H16	NKC_084
140660.1	86149.0	108440.836	68542.0	146.06	70.38	297.26	52816.3	LCE663	H15	NKC_084
149750.1	88931.0	91029.17	55050.0	111.18	70.38	178.89	52989.9	LCE663	H14	NKC_084
183734.1	89058.0	119368.086	63852.0	214.73001	106.08	229.62	53170.4	LCE663	H13	NKC_084
125094.59	69712.0	117774.5	70541.0	1025.6901	127.5	184.23	54009.1	LCE663	H12	NKC_084
78704.1	61077.0	52893.34	40074.0	664.9	133.62	75.65	55413.1	LCE663	H11	NKC_084
116958.59	70399.0	102675.82	58113.0	1057.3	106.08	186.01	55640.9	LCE663	H10	NKC_084
116898.3	75982.0	100240.766	56998.0	521.02	78.54	178.0	56389.1	LCE663	H9	NKC_084
105894.0	70192.0	109831.67	72179.0	490.5	61.199997	119.259995	57683.2	LCE663	H8	NKC_084
98816.4	60940.0	88494.92	56722.0	1527.0901	24.48	103.24	58287.4	LCE663	H7	NKC_084
86183.1	56186.0	100408.625	60292.0	1180.4701	174.42	184.23	58501.8	LCE663	H6	NKC_084
101257.195	74688.0	46375.14	30947.0	81.75	26785.2	25.81	58648.5	LCE663	H5	NKC_084
66501.0	48962.0	60889.582	41851.0	55.59	8500.68	29.369999	58831.7	LCE663	H4	NKC_084
105146.09	74240.0	52002.812	33809.0	126.44	32566.559	41.829998	59033.9	LCE663	H3	NKC_084
85540.5	67016.0	30524.361	22055.0	135.16	12476.64	21.36	59197.6	LCE663	H2	NKC_084
91011.59	64901.0	39263.98	28690.0	125.350006	36416.04	3.56	59384.8	LCE663	H1	NKC_084
86652.0	66898.0	39862.39	27580.0	58.86	24624.84	43.61	59583.1	LCE663	I1	NKC_084
89157.59	70595.0	39417.67	28972.0	66.490005	20243.94	29.369999	59769.9	LCE663	I2	NKC_084
97816.5	74304.0	50727.51	34427.0	90.47	27809.28	40.94	59962.7	LCE663	I3	NKC_084
88062.3	67838.0	33854.312	25031.0	78.48	16265.939	-26.699999	60157.3	LCE663	I4	NKC_084
85384.8	64304.0	40383.41	27035.0	82.840004	19775.76	41.829998	60360.0	LCE663	I5	NKC_084
103585.5	63704.0	101665.39	60882.0	1794.14	80.58	121.04	61272.8	LCE663	I6	NKC_084
202589.1	99950.0	167771.72	87822.0	490.5	75.479996	324.85	61811.3	LCE663	I7	NKC_084
140329.8	88746.0	91174.14	54488.0	2085.1702	64.26	180.67	62033.7	LCE663	I8	NKC_084
106253.09	76279.0	86513.305	57147.0	558.08	133.62	88.11	62324.8	LCE663	I9	NKC_084
99812.695	73102.0	58104.633	37410.0	1954.3701	49.98	118.369995	62596.9	LCE663	I10	NKC_084
116735.4	61659.0	85147.53	45298.0	632.2	181.56	149.52	63316.2	LCE663	I11	NKC_084
124819.195	78588.0	106149.66	63194.0	594.05	76.5	122.82	63530.6	LCE663	I12	NKC_084
156034.8	91646.0	176791.47	95283.0	103.55	54.059998	127.27	63684.5	LCE663	I13	NKC_084
138816.0	90891.0	84980.766	55526.0	104.64	100.979996	93.45	63867.6	LCE663	I14	NKC_084
125898.3	77268.0	70609.11	42791.0	118.810005	55.079998	100.57	64059.7	LCE663	I15	NKC_084
136179.89	84824.0	80716.68	51499.0	103.55	61.199997	145.06999	64227.3	LCE663	I16	NKC_084
159520.5	85964.0	114887.09	66934.0	119.9	52.02	101.46	64413.0	LCE663	I17	NKC_084
104331.59	75202.0	57008.09	41164.0	64.310005	54.059998	106.799995	64601.7	LCE663	I18	NKC_084
124621.195	80094.0	65914.484	38043.0	136.25	112.2	76.54	64769.8	LCE663	I19	NKC_084
79191.9	64013.0	30021.871	22930.0	4365.45	4009.6199	35.6	64983.9	LCE663	I20	NKC_084
74025.9	59727.0	26138.201	19772.0	660.54004	6486.1797	13.349999	65508.2	LCE663	I21	NKC_084
76904.1	61364.0	28428.291	21747.0	2400.1802	2944.74	40.05	65907.3	LCE663	I22	NKC_084
78592.5	60443.0	31158.74	23790.0	649.64	7828.5	13.349999	66131.7	LCE663	I23	NKC_084
66264.3	54685.0	19331.15	14939.0	672.53	8341.56	26.699999	66397.1	LCE663	I24	NKC_084
73879.195	59931.0	27817.89	21951.0	761.91003	4728.7197	29.369999	66852.8	LCE663	J24	NKC_084
84291.3	66844.0	40635.203	30579.0	803.33	7966.1997	28.48	67391.1	LCE663	J23	NKC_084
77517.0	60149.0	37882.95	28931.0	923.23004	19053.6	31.15	67960.4	LCE663	J22	NKC_084
90169.195	70858.0	46113.543	31714.0	1461.6901	5270.34	34.71	68371.1	LCE663	J21	NKC_084
87668.1	66705.0	40427.01	28258.0	3941.4402	8901.54	28.48	68820.4	LCE663	J20	NKC_084
137949.3	89228.0	64797.23	36162.0	126.44	54.059998	77.43	68983.5	LCE663	J19	NKC_084
150105.6	88438.0	70620.016	44111.0	62.13	89.759995	95.229996	69151.1	LCE663	J18	NKC_084
163631.7	96337.0	185744.72	96388.0	206.01001	125.46	344.43	69345.9	LCE663	J17	NKC_084
107925.3	73741.0	64074.562	39842.0	97.01	66.299995	92.56	69520.5	LCE663	J16	NKC_084
222324.3	107046.0	153908.0	83396.0	124.26	119.34	287.47	69711.6	LCE663	J15	NKC_084
124137.0	72791.0	96939.16	51807.0	95.920006	89.759995	90.78	69908.9	LCE663	J14	NKC_084
184958.1	102267.0	153763.03	82558.0	134.07	122.399994	201.14	70098.6	LCE663	J13	NKC_084
94658.4	68637.0	69841.75	44041.0	3900.02	27.539999	-120.15	70904.9	LCE663	J12	NKC_084
133229.7	82040.0	70176.38	39306.0	1467.14	52.02	93.45	71139.1	LCE663	J11	NKC_084
75105.0	60735.0	31807.291	24878.0	4242.2803	122.399994	23.14	71526.5	LCE663	J10	NKC_084
93909.59	58836.0	80316.66	54182.0	529.74	-19.38	90.78	72206.9	LCE663	J9	NKC_084
80236.8	64725.0	34369.883	25111.0	5170.96	85.68	18.69	72724.9	LCE663	J8	NKC_084
143277.3	85589.0	96190.32	60734.0	2363.12	190.73999	83.659996	73649.7	LCE663	J7	NKC_084
196582.5	101425.0	180889.86	81042.0	549.36005	121.38	172.66	73929.9	LCE663	J6	NKC_084
91845.9	67540.0	45700.43	32534.0	77.39	20882.459	56.96	74091.1	LCE663	J5	NKC_084
128802.59	79802.0	64041.863	41023.0	220.18001	67273.08	84.549995	74278.5	LCE663	J4	NKC_084
69019.195	55019.0	33427.03	25070.0	70.85	26514.9	20.47	74456.9	LCE663	J3	NKC_084
101617.195	67805.0	41192.19	28033.0	103.55	18790.44	36.489998	74632.4	LCE663	J2	NKC_084
114770.695	72857.0	65199.44	42943.0	115.54	29645.28	49.84	74816.6	LCE663	J1	NKC_084
89341.195	67119.0	39103.75	24300.0	51.230003	14706.359	63.19	75023.0	LCE663	K1	NKC_084
112097.695	77087.0	57705.69	39388.0	120.990005	30514.32	34.71	75251.5	LCE663	K2	NKC_084
107359.195	73500.0	48039.57	29774.0	81.75	24647.28	56.96	75455.5	LCE663	K3	NKC_084
103829.4	75036.0	61912.0	41953.0	117.72	34052.7	44.5	75629.9	LCE663	K4	NKC_084
86618.695	67756.0	34981.37	25203.0	92.65	30250.139	31.15	75807.3	LCE663	K5	NKC_084
107155.8	70311.0	62619.41	40090.0	1205.54	70.38	92.56	76145.7	LCE663	K6	NKC_084
101498.4	73383.0	62738.223	39486.0	3204.6	60.18	107.689995	76395.2	LCE663	K7	NKC_084
101291.4	71734.0	63329.0	39738.0	1590.31	33.66	62.3	76694.2	LCE663	K8	NKC_084
132482.7	69817.0	153746.69	80050.0	559.17004	85.68	257.21	77708.7	LCE663	K9	NKC_084
93770.09	63637.0	60366.383	42887.0	1869.3501	83.64	8.9	78032.7	LCE663	K10	NKC_084
111711.59	71262.0	73837.695	46649.0	1112.89	146.88	107.689995	78342.5	LCE663	K11	NKC_084
94702.5	63383.0	67457.92	44244.0	794.61005	31.619999	90.78	78692.5	LCE663	K12	NKC_084
124989.3	68475.0	102783.734	50609.0	75.21	52.02	19.58	78846.5	LCE663	K13	NKC_084
118240.195	81301.0	59200.082	39501.0	63.22	43.86	113.92	79038.0	LCE663	K14	NKC_084
151605.0	91009.0	77885.95	45007.0	85.020004	39.78	94.34	79227.9	LCE663	K15	NKC_084
151254.89	91430.0	110517.28	64418.0	103.55	122.399994	-48.95	79422.4	LCE663	K16	NKC_084
188248.5	92052.0	110196.82	49463.0	216.91	92.82	331.08	79618.8	LCE663	K17	NKC_084
135709.2	81667.0	156728.92	97542.0	116.630005	62.219997	148.63	79814.3	LCE663	K18	NKC_084
161392.5	94765.0	96723.336	60098.0	76.3	76.5	186.9	79999.3	LCE663	K19	NKC_084
59930.098	50784.0	23018.621	19096.0	5113.19	1681.98	29.369999	80927.2	LCE663	K20	NKC_084
190253.69	100378.0	127732.74	66339.0	967.92004	1788.0599	305.27	81462.8	LCE663	K21	NKC_084
76635.0	60741.0	26193.791	18874.0	1195.73	9422.76	37.38	81716.8	LCE663	K22	NKC_084
75200.4	58666.0	32280.352	22375.0	1045.31	3281.3398	44.5	81980.8	LCE663	K23	NKC_084
69642.9	55804.0	28733.49	22055.0	2098.25	1190.34	32.93	82331.9	LCE663	K24	NKC_084
68876.1	55928.0	21669.201	16203.0	863.28	2857.02	11.57	82575.3	LCE663	L24	NKC_084
74450.695	58210.0	20319.781	15051.0	1063.8401	5908.86	16.91	82813.3	LCE663	L23	NKC_084
70124.4	57916.0	25223.691	20175.0	1176.11	4310.52	8.01	83024.2	LCE663	L22	NKC_084
105145.195	62467.0	94005.96	56669.0	481.78003	1311.72	249.2	83279.6	LCE663	L21	NKC_084
73247.4	58843.0	30000.07	22568.0	659.45	10597.8	36.489998	83708.1	LCE663	L20	NKC_084
63708.297	53014.0	28697.521	23273.0	55.59	53.04	23.14	83863.8	LCE663	L19	NKC_084
152421.3	87281.0	103430.1	64391.0	164.59001	32.64	143.29	84056.2	LCE663	L18	NKC_084
134752.5	84480.0	73693.81	43181.0	107.91	68.34	95.229996	84266.6	LCE663	L17	NKC_084
189831.6	99093.0	139027.33	71571.0	179.85	159.12	127.27	84443.5	LCE663	L16	NKC_084
153868.5	92328.0	115109.45	71550.0	111.18	158.09999	123.71	84623.0	LCE663	L15	NKC_084
148293.89	88968.0	97294.49	60875.0	142.79001	35.7	115.7	84817.0	LCE663	L14	NKC_084
126855.9	83816.0	94880.14	55315.0	98.100006	46.92	138.84	85013.9	LCE663	L13	NKC_084
96163.195	64386.0	75279.766	45794.0	1370.13	30.599998	100.57	85919.0	LCE663	L12	NKC_084
74268.0	59281.0	23585.42	17858.0	2074.27	21.42	21.36	87738.5	LCE663	L11	NKC_084
87547.5	58091.0	100949.266	61699.0	718.31	199.92	157.53	87980.9	LCE663	L10	NKC_084
97444.8	61236.0	91555.64	57786.0	633.29004	56.1	161.09	88405.1	LCE663	L9	NKC_084
79703.1	61787.0	40673.35	28258.0	5804.25	11.219999	41.829998	88690.9	LCE663	L8	NKC_084
151674.3	89930.0	81668.25	50730.0	590.78	104.04	85.44	88921.4	LCE663	L7	NKC_084
124091.09	74605.0	105872.8	58423.0	1129.24	212.16	224.28	89706.3	LCE663	L6	NKC_084
154602.0	80742.0	58166.76	29903.0	131.89	42393.24	46.28	89869.5	LCE663	L5	NKC_084
106239.59	74166.0	41517.01	24378.0	114.450005	32334.0	45.39	90065.3	LCE663	L4	NKC_084
71645.4	59707.0	21137.281	16094.0	167.86	10529.46	47.17	90245.6	LCE663	L3	NKC_084
94612.5	70829.0	41114.8	29522.0	110.090004	20373.48	17.8	90442.9	LCE663	L2	NKC_084
95412.59	57103.0	79029.36	53122.0	120.990005	39775.918	51.62	90639.7	LCE663	L1	NKC_084
114223.5	76566.0	37712.91	24535.0	120.990005	30639.78	56.96	90818.2	LCE663	M1	NKC_084
79812.9	62955.0	29980.451	21547.0	38.15	11260.8	24.92	91016.1	LCE663	M2	NKC_084
63235.797	50700.0	34847.3	25547.0	71.94	11082.3	33.82	91213.9	LCE663	M3	NKC_084
95488.195	67027.0	28671.361	19151.0	79.57	21084.42	40.94	91409.5	LCE663	M4	NKC_084
85149.0	62325.0	46315.19	32405.0	66.490005	8096.76	105.02	91621.8	LCE663	M5	NKC_084
122917.5	75344.0	126113.0	73645.0	2883.05	157.08	194.02	91806.7	LCE663	M6	NKC_084
122427.0	80254.0	65007.6	40008.0	478.51	137.7	74.76	92052.2	LCE663	M7	NKC_084
101819.695	76167.0	48212.883	31333.0	626.75	58.14	86.33	92342.5	LCE663	M8	NKC_084
112850.09	73971.0	59720.01	38130.0	3212.23	20.4	105.909996	92954.6	LCE663	M9	NKC_084
118634.4	77162.0	70270.125	44563.0	477.42	24.48	103.24	93541.2	LCE663	M10	NKC_084
117688.5	67003.0	97073.23	52729.0	1008.25006	96.9	202.03	94445.3	LCE663	M11	NKC_084
129861.9	78926.0	91348.54	51214.0	911.24005	209.09999	235.84999	94730.0	LCE663	M12	NKC_084
156114.0	88431.0	118416.516	68338.0	103.55	82.619995	169.98999	94900.3	LCE663	M13	NKC_084
122184.0	64542.0	107022.74	42470.0	115.54	80.58	268.78	95091.5	LCE663	M14	NKC_084
107290.8	76190.0	91607.96	68842.0	100.28001	39.78	150.41	95279.5	LCE663	M15	NKC_084
153683.1	102537.0	100071.81	69222.0	94.83	150.95999	155.75	95477.5	LCE663	M16	NKC_084
209433.6	106118.0	146695.47	70733.0	180.94	77.52	477.93	95658.1	LCE663	M17	NKC_084
100865.695	56364.0	66091.06	34550.0	107.91	38.76	121.04	95832.4	LCE663	M18	NKC_084
204246.0	97560.0	189723.22	109883.0	159.14	112.2	249.2	96032.0	LCE663	M19	NKC_084
71940.6	59352.0	29997.89	23595.0	4158.35	1960.44	17.8	96256.8	LCE663	M20	NKC_084
72584.1	58943.0	23946.21	18704.0	3050.9102	9878.7	22.25	96521.0	LCE663	M21	NKC_084
79990.195	59162.0	29052.861	21311.0	3097.78	4423.7397	9.79	97285.0	LCE663	M22	NKC_084
72183.6	58922.0	29083.38	23551.0	1760.3501	10763.04	32.04	97468.6	LCE663	M23	NKC_084
80111.695	65307.0	30934.201	24673.0	1015.88	7477.6196	44.5	97821.7	LCE663	M24	NKC_084
75809.695	60984.0	28657.191	22234.0	918.87006	16896.299	23.14	98079.1	LCE663	N24	NKC_084
72388.8	58790.0	28143.8	23322.0	761.91003	13198.8	34.71	98383.1	LCE663	N23	NKC_084
77923.8	62843.0	27981.39	20434.0	4600.89	2559.18	30.26	98783.2	LCE663	N22	NKC_084
94665.59	71197.0	37110.14	26011.0	1772.3401	11513.76	33.82	99105.8	LCE663	N21	NKC_084
138354.3	80651.0	89882.49	49051.0	64.310005	87.72	105.909996	99262.3	LCE663	N20	NKC_084
150057.89	90318.0	89132.57	54879.0	61.04	109.14	120.15	99454.1	LCE663	N19	NKC_084
192362.39	94945.0	75898.88	38931.0	101.37	176.45999	122.82	99643.5	LCE663	N18	NKC_084
122478.3	82903.0	62502.78	43035.0	140.61	45.899998	226.95	99834.4	LCE663	N17	NKC_084
156339.89	88770.0	142929.53	77503.0	79.57	58.14	258.99	100031.0	LCE663	N16	NKC_084
113214.59	81904.0	55055.902	39996.0	75.21	43.86	63.19	100227.9	LCE663	N15	NKC_084
187412.39	103100.0	90524.5	50147.0	143.88	108.119995	105.02	100407.5	LCE663	N14	NKC_084
180567.89	87061.0	147197.97	54554.0	198.38	66.299995	121.04	100607.5	LCE663	N13	NKC_084
101900.695	65434.0	73499.79	47055.0	1016.97003	115.259995	122.82	102326.0	LCE663	N12	NKC_084
111347.09	76334.0	64826.66	41910.0	1139.05	200.94	79.21	103277.5	LCE663	N11	NKC_084
123372.9	78676.0	93186.28	58187.0	4520.23	102.0	153.97	103512.8	LCE663	N10	NKC_084
139034.7	83106.0	94618.54	50694.0	500.31003	176.45999	253.65	103916.2	LCE663	N9	NKC_084
85653.9	61195.0	80661.09	56427.0	4352.37	56.1	74.76	104452.8	LCE663	N8	NKC_084
111739.5	69807.0	97986.64	62218.0	574.43	53.04	177.11	106180.9	LCE663	N7	NKC_084
71938.8	51110.0	81291.11	62295.0	18298.92	44.879997	30.26	106959.6	LCE663	N6	NKC_084
108137.695	72235.0	66824.63	48599.0	685.61005	66.299995	168.20999	107677.9	LCE663	N5	NKC_084
98042.4	69645.0	48756.793	30688.0	75.21	35370.54	59.629997	107984.9	LCE663	N3	NKC_084
81797.4	63957.0	51960.3	40783.0	92.65	25307.219	24.92	108168.3	LCE663	N2	NKC_084
87462.0	60879.0	49030.383	33758.0	130.8	35625.54	-114.81	108358.9	LCE663	N1	NKC_084
107136.9	73560.0	37272.55	24830.0	142.79001	41824.08	31.15	108559.2	LCE663	O1	NKC_084
74485.8	57602.0	35830.48	26325.0	62.13	20220.48	4.45	108741.6	LCE663	O2	NKC_084
109350.0	69444.0	51450.18	31599.0	107.91	34115.938	33.82	108929.4	LCE663	O3	NKC_084
80101.8	62027.0	34549.73	27387.0	92.65	17858.16	10.68	109118.7	LCE663	O4	NKC_084
108041.4	67950.0	125296.59	82863.0	19497.92	31.619999	49.84	109359.8	LCE663	O5	NKC_084
139499.1	89991.0	75820.4	46658.0	1545.62	69.36	128.16	109645.2	LCE663	O6	NKC_084
186918.3	92691.0	139728.19	67214.0	524.29004	96.9	508.19	109884.0	LCE663	O7	NKC_084
123612.3	80254.0	95117.766	60085.0	3156.6401	85.68	128.16	110904.4	LCE663	O8	NKC_084
68534.1	56724.0	24174.021	19163.0	3808.4602	23.46	8.9	111594.9	LCE663	O9	NKC_084
94655.695	63120.0	100446.77	68010.0	1690.5901	194.81999	102.35	111908.9	LCE663	O10	NKC_084
104563.8	69411.0	83123.41	53699.0	794.61005	184.62	185.12	112104.9	LCE663	O11	NKC_084
118274.4	74830.0	60759.87	36247.0	3142.4702	72.42	115.7	112897.5	LCE663	O12	NKC_084
162187.2	90595.0	148160.44	78041.0	114.450005	111.18	214.48999	113082.6	LCE663	O13	NKC_084
118020.59	81825.0	41551.89	28793.0	95.920006	71.4	141.51	113257.9	LCE663	O14	NKC_084
101227.5	54179.0	85727.414	50618.0	164.59001	64.26	199.36	113460.9	LCE663	O15	NKC_084
167959.8	92077.0	164758.95	75699.0	124.26	105.06	142.4	113641.0	LCE663	O16	NKC_084
128937.59	85633.0	77563.31	49242.0	94.83	67.32	95.229996	113841.1	LCE663	O17	NKC_084
145418.39	87681.0	120260.8	76446.0	77.39	52.02	169.98999	114028.4	LCE663	O18	NKC_084
167032.8	88130.0	120059.14	65992.0	132.98001	59.16	197.58	114218.3	LCE663	O19	NKC_084
117705.59	79769.0	62794.902	40278.0	57.77	155.04	86.33	114403.6	LCE663	O20	NKC_084
73360.8	59444.0	26174.17	19922.0	3234.03	876.18	20.47	114701.6	LCE663	O21	NKC_084
74601.0	61247.0	23970.191	17874.0	1135.78	2958.0	8.9	115171.4	LCE663	O22	NKC_084
67503.6	56145.0	24984.98	19927.0	2842.72	2223.5999	29.369999	115360.3	LCE663	O23	NKC_084
84950.1	62069.0	32891.84	22345.0	1074.74	7301.1597	15.13	115816.7	LCE663	O24	NKC_084
115089.3	69562.0	75108.63	44791.0	129.71	37108.62	61.41	1698.4	LCE123	A3	NKC_084
127671.3	83696.0	64815.76	43674.0	112.270004	17709.24	52.51	1865.3	LCE123	A4	NKC_084
102016.8	74176.0	50605.43	35155.0	105.73	25967.16	41.829998	2052.9	LCE123	A5	NKC_084
123290.09	71681.0	100057.64	55735.0	553.72003	66.299995	203.81	2330.3	LCE123	A6	NKC_084
110112.3	68001.0	86295.305	55742.0	1148.86	149.94	97.9	2758.3	LCE123	A7	NKC_084
93497.4	66435.0	73614.24	49726.0	486.14	137.7	71.2	3001.6	LCE123	A8	NKC_084
98333.09	65024.0	68036.71	44830.0	2174.55	108.119995	105.909996	3369.7	LCE123	A9	NKC_084
155062.8	88576.0	134912.58	80049.0	1257.86	105.06	187.79	4343.7	LCE123	A10	NKC_084
83309.4	57883.0	72867.59	47461.0	1606.66	66.299995	105.909996	5752.0	LCE123	A11	NKC_084
95595.3	59431.0	75192.56	45789.0	2609.46	77.52	113.03	6011.2	LCE123	A12	NKC_084
171486.89	86064.0	140813.83	70451.0	130.8	124.439995	241.19	6154.7	LCE123	A13	NKC_084
151747.2	84793.0	171893.0	100569.0	130.8	87.72	311.5	6350.6	LCE123	A14	NKC_084
96948.9	55518.0	89892.305	37582.0	100.28001	61.199997	218.05	6523.9	LCE123	A15	NKC_084
181331.1	100022.0	119831.336	64770.0	119.9	77.52	219.83	6702.3	LCE123	A16	NKC_084
200381.39	100261.0	175348.31	94064.0	141.7	93.84	39.16	6895.8	LCE123	A17	NKC_084
106067.695	66139.0	106036.3	64198.0	102.46001	67.32	111.25	7098.3	LCE123	A18	NKC_084
145593.0	90272.0	97948.49	61194.0	184.21	98.939995	338.19998	7272.3	LCE123	A19	NKC_084
80250.3	63789.0	37694.383	25786.0	609.31	8936.22	24.029999	7544.3	LCE123	A20	NKC_084
75104.1	61585.0	25238.951	19975.0	2032.8501	6543.3	24.029999	7783.7	LCE123	A21	NKC_084
88710.3	63328.0	44755.402	30090.0	4635.77	8642.46	67.64	8325.1	LCE123	A22	NKC_084
69395.4	56529.0	27849.5	22603.0	3071.62	1594.26	13.349999	9699.8	LCE123	B22	NKC_084
69182.1	57035.0	20375.371	16818.0	1475.86	2654.04	19.58	9936.4	LCE123	B21	NKC_084
65641.5	54170.0	31435.602	26425.0	736.84	11252.64	20.47	11138.7	LCE123	B20	NKC_084
118311.3	77274.0	114052.16	83627.0	183.12001	87.72	161.98	11284.0	LCE123	B19	NKC_084
171934.2	83363.0	168558.69	77544.0	103.55	115.259995	253.65	11471.1	LCE123	B18	NKC_084
109898.09	69006.0	84871.766	55336.0	109.0	60.18	228.73	11649.9	LCE123	B17	NKC_084
148122.89	87671.0	84357.28	47794.0	113.36	61.199997	117.479996	11844.8	LCE123	B16	NKC_084
163762.2	96540.0	110144.5	68237.0	80.66	83.64	-13.349999	12023.5	LCE123	B15	NKC_084
175761.0	98120.0	115333.99	59139.0	185.3	158.09999	184.23	12224.4	LCE123	B14	NKC_084
121256.09	81742.0	61376.812	40622.0	82.840004	43.86	83.659996	12432.5	LCE123	B13	NKC_084
92521.8	62469.0	69994.35	46021.0	588.60004	120.36	70.31	12678.5	LCE123	B12	NKC_084
86880.6	51887.0	85318.664	55326.0	590.78	216.23999	141.51	13055.1	LCE123	B11	NKC_084
108823.5	68626.0	74517.85	49326.0	1763.62	156.06	247.42	13442.7	LCE123	B10	NKC_084
98646.3	69428.0	67099.31	46227.0	803.33	46.92	122.82	13677.5	LCE123	B9	NKC_084
156344.39	91081.0	75482.5	41075.0	725.94	176.45999	80.99	15769.7	LCE123	B8	NKC_084
112042.8	69952.0	86328.0	56587.0	992.99005	137.7	178.0	16173.2	LCE123	B7	NKC_084
162009.89	95337.0	163453.14	95637.0	1493.3	163.2	402.28	16845.5	LCE123	B6	NKC_084
80388.9	63354.0	31730.99	22622.0	30.52	14175.96	17.8	17009.3	LCE123	B5	NKC_084
81941.4	63565.0	36885.6	25290.0	38.15	17362.44	22.25	17202.0	LCE123	B4	NKC_084
90047.695	63777.0	62886.46	39371.0	100.28001	23995.5	59.629997	17410.4	LCE123	B3	NKC_084
97985.695	71545.0	47716.93	32017.0	87.200005	30483.719	58.739998	17592.5	LCE123	B2	NKC_084
95260.5	69754.0	53466.68	34595.0	147.15001	40783.68	56.96	17787.6	LCE123	B1	NKC_084
100778.4	69593.0	61126.113	35973.0	100.28001	33673.258	97.01	17991.8	LCE123	C1	NKC_084
86880.6	67619.0	34424.383	24246.0	53.41	18268.2	36.489998	18197.0	LCE123	C2	NKC_084
84126.6	60419.0	45669.91	29893.0	83.93	25378.62	31.15	18378.2	LCE123	C3	NKC_084
100431.0	67800.0	45846.492	30966.0	111.18	26133.42	47.17	18554.1	LCE123	C4	NKC_084
103349.695	74275.0	47079.28	30076.0	105.73	40002.36	35.6	18750.9	LCE123	C5	NKC_084
112734.9	77628.0	55203.05	35419.0	531.92004	20.4	121.93	19020.6	LCE123	C6	NKC_084
100814.4	65963.0	75898.88	48134.0	1095.4501	36.72	97.9	19671.3	LCE123	C7	NKC_084
112277.695	77563.0	45373.43	32086.0	572.25	31.619999	81.88	19962.4	LCE123	C8	NKC_084
71577.0	48867.0	56423.85	39258.0	725.94	215.22	122.82	20319.4	LCE123	C9	NKC_084
108154.8	73537.0	88600.66	58339.0	535.19	207.06	102.35	20567.6	LCE123	C10	NKC_084
92975.4	67683.0	58647.453	39734.0	1457.3301	63.239998	33.82	20865.0	LCE123	C11	NKC_084
122105.695	74719.0	74856.84	40662.0	1113.98	83.64	140.62	21203.0	LCE123	C12	NKC_084
198522.0	101864.0	172948.12	83898.0	171.13	134.64	156.64	21348.5	LCE123	C13	NKC_084
117737.09	81092.0	68729.95	47636.0	81.75	42.84	47.17	21528.9	LCE123	C14	NKC_084
181177.19	95986.0	121858.734	50974.0	170.04001	99.96	247.42	21710.4	LCE123	C15	NKC_084
